number,value,datetime_start,datetime_complete,duration,params_IF_binarization_threshold,params_IF_gaussian_sigma,params_IMC_arcsinh_cofactor,params_IMC_arcsinh_normalize,params_IMC_binarization_threshold,params_IMC_gaussian_sigma,params_IMC_winsorization_lower_limit,params_IMC_winsorization_upper_limit,params_binarize_images,params_registration_max_features,params_registration_percentile,params_registration_target,user_attrs_corr_cell_max_corr,user_attrs_corr_image_max_corr,user_attrs_logical_and,user_attrs_logical_iou,user_attrs_logical_or,user_attrs_logical_xor,user_attrs_prop_source_covered,user_attrs_prop_target_covered,user_attrs_reg_cell_max_corr,user_attrs_reg_image_max_corr,user_attrs_registration_matrix,user_attrs_source_sum,user_attrs_stack_cell_max_corr,user_attrs_stack_image_max_corr,user_attrs_target_sum,state,objective,sampler,zarr_id
10,0.39228510528414584,2025-04-02 16:24:32.452989,2025-04-02 16:24:36.715991,0 days 00:00:04.263002,0.29098620871049785,1.8034580774859663,55.542057874839294,True,0.9992125926827996,0.0,0.07423823157331987,0.1704956624527777,True,100000,0.9,IF,0.5092752698572318,0.5067127787886584,17782.0,0.5028703939368231,35361.0,17579.0,,,0.3910765161947574,0.780091868628539,"[[-1.00002597e+00  8.26392825e-03  4.95285622e+02]
 [-8.26392825e-03 -1.00002597e+00  5.74809815e+02]]",19045.0,0.509275269857234,0.7800918686285995,34098.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
11,0.30942635113328126,2025-04-02 16:24:36.724879,2025-04-02 16:24:39.461176,0 days 00:00:02.736297,0.4671673938529372,0.8721609982947187,93.97735294197973,True,0.4877055905206609,1.6199348847737456,0.0,0.1838796581378156,True,100000,0.9,IF,0.4511491119352537,0.4908815781585301,13027.0,0.429310572106512,30344.0,17317.0,,,0.2795469941350355,0.7207517616326312,"[[-9.97222351e-01 -1.07616705e-02  4.97233954e+02]
 [ 1.07616705e-02 -9.97222351e-01  5.71589385e+02]]",29318.0,0.4511491119352538,0.7207517616326504,14053.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
12,0.3273767802202572,2025-04-02 16:24:39.467834,2025-04-02 16:24:43.014003,0 days 00:00:03.546169,0.5050313254303006,0.5528372496944806,33.78197041326836,True,0.7763180948111451,0.0,0.0,0.18932322135536445,True,100000,0.9,IF,0.48773610701685466,0.5174579142053513,10079.0,0.40619836376093177,24813.0,14734.0,,,0.3326893418783601,0.8059529762481636,"[[-1.00253444e+00 -3.05519490e-03  4.98019481e+02]
 [ 3.05519490e-03 -1.00253444e+00  5.73670037e+02]]",23783.0,0.4877361070168502,0.8059529762481673,11109.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
13,0.0,2025-04-02 16:24:43.022047,2025-04-02 16:24:45.933318,0 days 00:00:02.911271,0.21173417189783358,1.9628340996997282,100.0,True,0.8832425723881198,1.4064329223973688,0.004384196130899933,0.19257922992734525,True,100000,0.9,IF,,0.3103074646486079,0.0,0.0,1.0,1.0,,,,0.83196203939365,"[[-3.82432911e-03 -6.60280681e-05  4.90298884e+02]
 [ 6.60280681e-05 -3.82432911e-03  4.73056814e+02]]",1.0,,0.998230372171898,0.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
14,0.3314224223549693,2025-04-02 16:24:45.940270,2025-04-02 16:24:49.300059,0 days 00:00:03.359789,0.498437713458502,0.7764830976200456,73.54597744977568,True,0.6129852558076286,0.9110392863454808,0.01253288478624669,0.19719877772546376,True,100000,0.9,IF,0.4904971256678136,0.5264873684136365,10868.0,0.4067060848738867,26722.0,15854.0,,,0.39304007166177946,0.8148941820178036,"[[-1.00267836e+00 -1.38524369e-03  4.98093022e+02]
 [ 1.38524369e-03 -1.00267836e+00  5.74225756e+02]]",26276.0,0.49049712566781567,0.814894182017795,11314.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
15,0.4456347672970823,2025-04-02 16:24:49.308456,2025-04-02 16:24:53.727443,0 days 00:00:04.418987,0.38240204965811425,1.5817853788336826,68.71212492537641,True,0.8659534662995668,0.0,0.0673332265038411,0.2,True,100000,0.9,IF,0.44259366894302116,0.47431998131803355,17021.0,0.58592082616179,29050.0,12029.0,,,0.33619925191310907,0.7605716462005899,"[[-1.00139884e+00  7.79405157e-04  4.97149772e+02]
 [-7.79405157e-04 -1.00139884e+00  5.73418013e+02]]",23730.0,0.4425936689430219,0.7605716462005788,22341.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
16,0.5363057678720647,2025-04-02 16:24:53.737425,2025-04-02 16:24:57.283067,0 days 00:00:03.545642,0.3726952883691724,1.2899882002408358,37.13391418279691,True,0.7799864220179965,0.6998613686736864,0.0,0.2,True,100000,0.9,IF,0.4986622812194905,0.5214434653900646,18257.0,0.6609108022009846,27624.0,9367.0,,,0.4476733717561792,0.8114646728212696,"[[-1.00400117e+00  3.23219808e-03  4.97149982e+02]
 [-3.23219808e-03 -1.00400117e+00  5.75016333e+02]]",22382.0,0.49866228121948747,0.8114646728212535,23499.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
17,0.3658170463107819,2025-04-02 16:24:57.292272,2025-04-02 16:25:00.350345,0 days 00:00:03.058073,0.37312258220967076,3.548016886927761,19.255933572921293,True,0.41818640732838736,0.5306514420307481,0.0,0.2,True,100000,0.9,IF,0.45565204287483974,0.4993336209281971,18331.0,0.5234885912556758,35017.0,16686.0,,,0.24981683089326534,0.6988061486369892,"[[-1.01104179e+00 -1.73751762e-02  5.03248370e+02]
 [ 1.73751762e-02 -1.01104179e+00  5.73644127e+02]]",31261.0,0.4556520428748415,0.6988061486369859,22087.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
18,0.0,2025-04-02 16:25:00.358180,2025-04-02 16:25:02.148577,0 days 00:00:01.790397,0.3738119289972721,0.0,36.60883028867369,True,1.0,0.6916817158380227,0.0,0.2,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
19,0.3579576567344071,2025-04-02 16:25:02.157548,2025-04-02 16:25:06.623490,0 days 00:00:04.465942,0.16716478770985307,1.2370373850439205,65.21694725935649,True,0.8247239783049701,0.0,0.0,0.2,True,100000,0.9,IF,0.526634073656174,0.5134348571115085,23923.0,0.4609530048748531,51899.0,27976.0,,,0.452320298236206,0.7765599810583537,"[[-9.97678870e-01 -1.53193915e-03  4.96195109e+02]
 [ 1.53193915e-03 -9.97678870e-01  5.74173718e+02]]",24008.0,0.5266340736561761,0.7765599810583415,51814.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
20,0.3901892899577191,2025-04-02 16:25:06.632740,2025-04-02 16:25:10.831131,0 days 00:00:04.198391,0.4277966670873231,1.4029968180267631,52.762459307792064,True,0.6684554177017719,0.0,0.0,0.2,True,100000,0.9,IF,0.4411267606184207,0.4954408173043591,14768.0,0.5135088146319413,28759.0,13991.0,,,0.28720055353172635,0.7598492544619477,"[[-1.00527263e+00 -4.48488014e-03  4.97731537e+02]
 [ 4.48488014e-03 -1.00527263e+00  5.73982552e+02]]",26011.0,0.44112676061841855,0.7598492544619729,17516.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
21,0.0,2025-04-02 16:25:10.839670,2025-04-02 16:25:13.170663,0 days 00:00:02.330993,0.7606460446843957,1.3165942728899782,33.76195537390251,True,1.0,0.6703496009485939,0.05788724029611891,0.2,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
22,0.0,2025-04-02 16:25:13.179864,2025-04-02 16:25:15.361103,0 days 00:00:02.181239,0.3376804637602333,1.2277405115019056,38.69732856003495,True,0.9999999999999999,0.5442587290703127,0.05874791762705328,0.2,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
23,0.0,2025-04-02 16:25:15.369667,2025-04-02 16:25:18.235056,0 days 00:00:02.865389,0.629042102131139,2.5264497218172743,55.58172635526047,True,0.7387624730030237,0.6061268582748645,0.016848245319014545,0.2,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
24,0.139414234376101,2025-04-02 16:25:18.244304,2025-04-02 16:25:21.357832,0 days 00:00:03.113528,0.5731309016028246,1.2601954633746026,27.40517981288028,True,0.7302638022321352,0.8532387107065196,0.0,0.2,True,100000,0.9,IF,0.4726379117486936,0.4718861913680145,4572.0,0.19384380564741796,23586.0,19014.0,,,0.2046684213402647,0.719209127732878,"[[-1.00075099e+00 -9.58361233e-03  4.97602472e+02]
 [ 9.58361233e-03 -1.00075099e+00  5.71693816e+02]]",23161.0,0.47263791174869335,0.7192091277328986,4997.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
25,0.5705020314593076,2025-04-02 16:25:21.367531,2025-04-02 16:25:26.122031,0 days 00:00:04.754500,0.334582219147528,0.7196831269710763,51.54190511814281,True,0.6940134810245879,0.7206160325033668,0.0,0.2,True,100000,0.9,IF,0.4929210241026309,0.5177157832130422,21668.0,0.7092402867336585,30551.0,8883.0,,,0.45205163669566345,0.8043846946240218,"[[-1.00466804e+00  3.49059473e-03  4.97274547e+02]
 [-3.49059473e-03 -1.00466804e+00  5.75037560e+02]]",24862.0,0.49292102410263244,0.804384694623994,27357.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
26,0.39584144878208116,2025-04-02 16:25:26.130198,2025-04-02 16:25:29.172363,0 days 00:00:03.042165,0.3350919988807543,3.6352025295080583,53.32404020459861,True,0.6966473787863221,0.698420718378785,0.0,0.19999999999999998,True,100000,0.9,IF,0.38660343525205537,0.4642660875444688,18889.0,0.5548896918421903,34041.0,15152.0,,,0.25111077233086204,0.7133696203076301,"[[-1.00277636e+00  8.45828691e-03  4.95115305e+02]
 [-8.45828691e-03 -1.00277636e+00  5.74380378e+02]]",24814.0,0.3866034352520551,0.7133696203076046,28116.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
27,0.5314668763103512,2025-04-02 16:25:29.182229,2025-04-02 16:25:33.251344,0 days 00:00:04.069115,0.3525665798332854,0.0,86.51012375935616,True,0.7374955711658091,0.5642626115849979,0.0,0.18733361355903266,True,100000,0.9,IF,0.48880475663262346,0.5029266497650932,19356.0,0.6756492599832449,28648.0,9292.0,,,0.3809899241669178,0.7866017293107533,"[[-1.00215394e+00  2.86747938e-03  4.96315487e+02]
 [-2.86747938e-03 -1.00215394e+00  5.74337660e+02]]",23194.0,0.488804756632623,0.7866017293106752,24810.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
28,0.510066421324996,2025-04-02 16:25:33.261044,2025-04-02 16:25:37.336647,0 days 00:00:04.075603,0.3261923099216044,0.2743171738587294,19.567498168503214,False,0.6734028580091893,0.6459405932112178,0.0,0.2,True,100000,0.9,IF,0.477753102192639,0.4848353767309398,21292.0,0.67232940730683,31669.0,10377.0,,,0.33169324621932705,0.758655527754147,"[[-1.00414028e+00  5.68662737e-03  4.96100221e+02]
 [-5.68662737e-03 -1.00414028e+00  5.74858627e+02]]",25372.0,0.47775310219263833,0.7586555277540693,27589.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
29,0.5363597094274954,2025-04-02 16:25:37.347011,2025-04-02 16:25:41.590203,0 days 00:00:04.243192,0.34328894699415485,0.10444058719822769,1.0,True,0.7006057676627717,0.850803930121332,0.0,0.2,True,100000,0.9,IF,0.4613297922230628,0.48933521686939796,22584.0,0.6949136896519893,32499.0,9915.0,,,0.3653443868393116,0.7718364415818356,"[[-1.00416093e+00  6.21747873e-03  4.96085185e+02]
 [-6.21747873e-03 -1.00416093e+00  5.75160305e+02]]",29208.0,0.46132979222306125,0.7718364415818915,25875.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
30,0.5923416289474506,2025-04-02 16:25:41.600439,2025-04-02 16:25:45.733045,0 days 00:00:04.132606,0.2800343675175487,0.1718834997744831,59.9030228121008,True,0.573243708983385,0.6652802869731916,0.2,0.2,True,100000,0.9,IF,0.5156755866020973,0.5168376511890527,25492.0,0.7336249568320479,34748.0,9256.0,,,0.5313284817885252,0.8074175004968623,"[[-1.00303563e+00  3.16223194e-03  4.96850457e+02]
 [-3.16223194e-03 -1.00303563e+00  5.74771974e+02]]",27557.0,0.5313284817885279,0.8074175004968636,32683.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
31,0.5246258031925856,2025-04-02 16:25:45.741854,2025-04-02 16:25:49.842782,0 days 00:00:04.100928,0.20221110495762215,0.0,100.0,True,0.4400455152871443,0.7123060907211307,0.2,0.2,True,100000,0.9,IF,0.49599163236620697,0.5010501334500851,30357.0,0.6658843141986005,45589.0,15232.0,,,0.53683597826715,0.7878632849671174,"[[-1.00513081e+00 -1.19265824e-03  4.97735974e+02]
 [ 1.19265824e-03 -1.00513081e+00  5.74412607e+02]]",30990.0,0.5368359782671456,0.7878632849671228,44956.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
32,0.5658148967875715,2025-04-02 16:25:49.853237,2025-04-02 16:25:53.667923,0 days 00:00:03.814686,0.2771998656863209,0.0,100.0,False,0.55150339281202,0.8413796135463767,0.19999999999999998,0.2,True,100000,0.9,IF,0.46326984407197724,0.495811889520565,25966.0,0.727950658816933,35670.0,9704.0,,,0.43080673629971655,0.7772709454060185,"[[-1.00443841e+00  1.06035238e-03  4.97005642e+02]
 [-1.06035238e-03 -1.00443841e+00  5.74331475e+02]]",28432.0,0.4632698440719782,0.7772709454060049,33204.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
33,0.5525231166238412,2025-04-02 16:25:53.678460,2025-04-02 16:25:57.740095,0 days 00:00:04.061635,0.2819425707358603,0.0,100.0,True,0.5830680419952917,1.06956762639234,0.2,0.2,True,100000,0.9,IF,0.4688637805334511,0.4906306068453123,24926.0,0.7166144380875715,34783.0,9857.0,,,0.41546812087280693,0.7710186779076895,"[[-1.00037154e+00  3.40338054e-03  4.95776602e+02]
 [-3.40338054e-03 -1.00037154e+00  5.73914019e+02]]",27297.0,0.46886378053345057,0.7710186779076548,32412.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
34,0.2183620957411723,2025-04-02 16:25:57.750785,2025-04-02 16:26:01.557355,0 days 00:00:03.806570,0.25946621418427074,0.0,75.36858229895167,True,0.5374731111410872,0.46846561021790156,0.2,0.01078205590817054,True,100000,0.9,IF,0.46208614420489474,0.5138705299558577,9752.0,0.2743873273121184,35541.0,25789.0,,,0.27720407297210736,0.7958169857195452,"[[-1.00636380e+00  7.12051735e-03  4.96566313e+02]
 [-7.12051735e-03 -1.00636380e+00  5.76370993e+02]]",9855.0,0.46208614420489474,0.7958169857195019,35438.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
35,0.4354182937595205,2025-04-02 16:26:01.569624,2025-04-02 16:26:07.131903,0 days 00:00:05.562279,0.29873080272275615,1.235743242104835,18.18602575677821,True,0.7776869157781418,0.0,0.19999999999999998,0.160059055044386,True,100000,0.9,IF,0.4680475160775425,0.48736137227819215,19620.0,0.5717616202826752,34315.0,14695.0,,,0.34786502839140593,0.7615381626074387,"[[-1.00222327e+00  5.58280985e-03  4.95412719e+02]
 [-5.58280985e-03 -1.00222327e+00  5.74719859e+02]]",21474.0,0.4680475160775392,0.761538162607431,32461.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
36,0.5116897714011361,2025-04-02 16:26:07.143315,2025-04-02 16:26:11.483916,0 days 00:00:04.340601,0.23530392269181136,0.0,99.36548784957274,True,0.6071107294176287,0.0,0.2,0.2,True,100000,0.9,IF,0.5175152965353456,0.510055566261184,25625.0,0.6423754731643729,39891.0,14266.0,,,0.5254060485395113,0.7965586993546427,"[[-1.00254079e+00  3.76234065e-03  4.96585688e+02]
 [-3.76234065e-03 -1.00254079e+00  5.74607696e+02]]",26714.0,0.5254060485395136,0.7965586993545969,38802.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
37,0.5361080008548573,2025-04-02 16:26:11.495037,2025-04-02 16:26:15.308496,0 days 00:00:03.813459,0.22497944246960752,0.0,1.0,False,0.497593335423616,0.803420884749365,0.2,0.19999999999999998,True,100000,0.9,IF,0.49222168690197105,0.5009148529291186,28487.0,0.6858883297618761,41533.0,13046.0,,,0.49939212542555694,0.7816257801630494,"[[-1.00069804e+00  2.94593818e-03  4.96011311e+02]
 [-2.94593818e-03 -1.00069804e+00  5.74021752e+02]]",29584.0,0.49939212542555583,0.7816257801630536,40436.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
38,0.28734139254166186,2025-04-02 16:26:15.318747,2025-04-02 16:26:18.639556,0 days 00:00:03.320809,0.30523466806059457,2.822943463494447,100.0,True,0.9874152628748154,0.0,0.0,0.11731160184378656,True,100000,0.9,IF,0.5010743169314472,0.5081551352554524,12240.0,0.3623982235381199,33775.0,21535.0,,,0.3926744910292568,0.7928885239456397,"[[-1.00009853e+00  6.19916815e-03  4.95523078e+02]
 [-6.19916815e-03 -1.00009853e+00  5.74825690e+02]]",13285.0,0.5010743169314459,0.7928885239455635,32730.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
39,0.5824520944897114,2025-04-02 16:26:18.650588,2025-04-02 16:26:23.336064,0 days 00:00:04.685476,0.29223752467930914,0.0,71.42145023784582,False,0.19559835206661233,0.0,0.2,0.2,True,100000,0.9,IF,0.5343791459644422,0.5283675259752307,28620.0,0.7163417014992617,39953.0,11333.0,,,0.5669434257714683,0.8130925412700012,"[[-1.00108619e+00  7.08564041e-04  4.96691100e+02]
 [-7.08564041e-04 -1.00108619e+00  5.73992777e+02]]",37442.0,0.5669434257714707,0.8130925412700378,31131.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
40,0.6158531990533684,2025-04-02 16:26:23.348166,2025-04-02 16:26:28.682001,0 days 00:00:05.333835,0.17415019925186717,0.0,1.0,True,0.09954984229549378,0.0,0.19999999999999998,0.2,True,100000,0.9,IF,0.5204113543664703,0.522986598252275,48187.0,0.7632737755813217,63132.0,14945.0,,,0.7481872830298644,0.8068575375648465,"[[-1.00748179e+00  1.83739612e-03  4.98770139e+02]
 [-1.83739612e-03 -1.00748179e+00  5.75742565e+02]]",60938.0,0.748187283029861,0.8068575375648638,50381.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
41,0.4078121976600877,2025-04-02 16:26:28.693523,2025-04-02 16:26:34.191543,0 days 00:00:05.498020,0.1769768759858113,0.0,100.0,False,0.0,0.0,0.2,0.2,True,100000,0.9,IF,0.3764133550244571,0.42000283648810716,44106.0,0.7134007278608977,61825.0,17719.0,,,0.27261396001843546,0.5716453344292142,"[[-9.67336928e-01  2.71877000e-02  4.87423227e+02]
 [-2.71877000e-02 -9.67336928e-01  5.71297733e+02]]",58031.0,0.3764133550244761,0.5716453344291933,47900.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
42,0.5777570533552181,2025-04-02 16:26:34.203431,2025-04-02 16:26:39.030868,0 days 00:00:04.827437,0.22697461773756974,0.0,1.0,True,0.21609971841673592,0.0,0.2,0.2,True,100000,0.9,IF,0.4960270152446934,0.5110641125915197,38217.0,0.7270150474632374,52567.0,14350.0,,,0.6610698764319088,0.7946975174326543,"[[-1.00490519e+00 -8.93768429e-04  4.98604864e+02]
 [ 8.93768429e-04 -1.00490519e+00  5.74300923e+02]]",50547.0,0.6610698764319085,0.794697517432726,40237.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
43,0.0,2025-04-02 16:26:39.043123,2025-04-02 16:26:41.715097,0 days 00:00:02.671974,0.3059091588661916,0.0,1.0,True,0.10284937767095839,0.7741880417213696,0.2,0.2,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
44,-0.015655126120354936,2025-04-02 16:26:41.727279,2025-04-02 16:26:45.774061,0 days 00:00:04.046782,0.07677573018905194,0.0865087660908072,14.50144111347052,False,0.21210993298706324,0.0,0.2,0.2,True,100000,0.9,IF,-0.33262764179296544,0.014268561658499513,4.0,0.18181818181818182,22.0,18.0,,,-0.3709048021322634,-0.08610319366195214,"[[-5.87539243e-03 -1.58032038e-02  6.74103766e+02]
 [ 1.58032038e-02 -5.87539243e-03  7.78984291e+01]]",7.0,0.8185936986362475,0.41587522070860417,19.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
45,0.4383946765521531,2025-04-02 16:26:45.785067,2025-04-02 16:26:50.584715,0 days 00:00:04.799648,0.40515125154860543,0.0,100.0,False,0.33076791567442415,0.0,0.2,0.2,True,100000,0.9,IF,0.4408077371896601,0.4944239058170616,18421.0,0.5606927619163572,32854.0,14433.0,,,0.34268693587149335,0.7818803921309613,"[[-1.00112574e+00  2.23814917e-03  4.97004041e+02]
 [-2.23814917e-03 -1.00112574e+00  5.73786903e+02]]",31249.0,0.4408077371896598,0.7818803921308891,20026.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
46,0.538556904383425,2025-04-02 16:26:50.598049,2025-04-02 16:26:54.606557,0 days 00:00:04.008508,0.14626355339221989,0.15889684982536886,99.99999999999999,True,0.1672669022512592,0.0,0.2,0.2,True,100000,0.9,IF,0.5449365986591107,0.5352495434674864,36974.0,0.6763990267639902,54663.0,17689.0,,,0.6570430217870336,0.7962118262647039,"[[-9.99011589e-01 -2.66725625e-03  4.97700618e+02]
 [ 2.66725625e-03 -9.99011589e-01  5.74199174e+02]]",37520.0,0.657043021787031,0.7962118262646772,54117.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
47,0.497214673066214,2025-04-02 16:26:54.619282,2025-04-02 16:26:59.783317,0 days 00:00:05.164035,0.1925526184421943,0.0,44.62396696725599,True,0.05020616671548664,0.0,0.0,0.2,True,100000,0.9,IF,0.41605176216635376,0.44840050587548186,42848.0,0.7504028021015762,57100.0,14252.0,,,0.392619954025601,0.6625970367830661,"[[-1.01867485e+00  1.20087485e-02  4.97019917e+02]
 [-1.20087485e-02 -1.01867485e+00  5.77752666e+02]]",52024.0,0.41605176216636564,0.6625970367830422,47924.0,COMPLETE,iou-single-objective,GPSampler,tissue-0009-9073de4
